Tiempo,Q_DEEN,Caudal BPIL
96800,28.857,38.9839
96900,28.7308,38.8436
97000,28.6047,38.7033
97100,28.4785,38.563
97200,28.3523,38.4227
97300,28.2261,38.2824
97400,28.0998,38.1421
97500,27.9736,38.0018
97600,27.8474,37.8615
97700,27.7211,37.7212
97800,27.5949,37.5809
97900,27.4686,37.4406
98000,27.3423,37.3002
98100,27.216,37.1599
98200,27.0897,37.0196
98300,26.9633,36.8792
98400,26.8369,36.7389
98500,26.7106,36.5985
98600,26.5842,36.4581
98700,26.4577,36.3177
98800,26.3313,36.1773
98900,26.2048,36.0368
99000,26.0783,35.8964
99100,25.9518,35.7559
99200,25.8252,35.6154
99300,25.6986,35.4749
99400,25.572,35.3344
99500,25.4454,35.1938
99600,25.3187,35.0532
99700,25.192,34.9126
99800,25.0653,34.772
99900,24.9385,34.6313
100000,24.8117,34.4906
100100,24.6848,34.3499
100200,24.558,34.2091
100300,24.431,34.0684
100400,24.3041,33.9275
100500,24.1771,33.7867
100600,24.0501,33.6458
100700,23.923,33.5048
100800,23.7958,33.3639
100900,23.6687,33.2228
101000,23.5415,33.0818
101100,23.4142,32.9407
101200,23.2869,32.7995
101300,23.1595,32.6583
101400,23.0321,32.5171
101500,22.9046,32.3758
101600,22.7771,32.2345
101700,22.6496,32.0931
101800,22.5219,31.9516
101900,22.3943,31.8101
102000,22.2665,31.6686
102100,22.1387,31.527
102200,22.0109,31.3853
102300,21.8829,31.2436
102400,21.755,31.1018
102500,21.6269,30.9599
102600,21.4988,30.818
102700,21.3706,30.676
102800,21.2424,30.534
102900,21.1141,30.3918
103000,20.9857,30.2496
103100,20.8572,30.1074
103200,20.7287,29.965
103300,20.6001,29.8226
103400,20.4714,29.6801
103500,20.3427,29.5376
103600,20.2139,29.3949
103700,20.0849,29.2522
103800,19.956,29.1094
103900,19.663,28.9664
104000,19.3463,28.8235
104100,19.0469,28.6804
104200,18.767,28.5372
104300,18.4998,28.394
104400,18.2399,28.2507
104500,17.9846,28.1075
104600,17.733,27.9643
104700,17.4849,27.8213
104800,17.2404,27.6784
104900,17.0079,27.5357
105000,16.7882,27.3934
105100,16.5798,27.2514
105200,16.3811,27.1097
105300,16.1911,26.9684
105400,16.0088,26.8274
105500,15.8337,26.6868
105600,15.6649,26.5464
105700,15.502,26.4063
105800,15.3443,26.2664
105900,15.1914,26.1266
106000,15.0425,25.9868
106100,14.8974,25.847
106200,14.7556,25.7071
106300,14.6167,25.5671
106400,14.4803,25.4269
106500,14.3462,25.2865
106600,14.2141,25.1458
106700,14.0838,25.0048
106800,13.9551,24.8636
106900,13.8278,24.722
107000,13.7017,24.5802
107100,13.5767,24.438
107200,13.4527,24.2956
107300,13.3295,24.1528
107400,13.2071,24.0099
107500,13.0853,23.8666
107600,12.9641,23.7231
107700,12.8434,23.5794
107800,12.7232,23.4354
107900,12.6033,23.2911
108000,12.4836,23.1466
108100,12.3643,23.0019
108200,12.2452,22.8569
108300,12.1262,22.7116
108400,12.0074,22.5661
108500,11.8888,22.4203
108600,11.7702,22.2742
108700,11.6518,22.1278
108800,11.5334,21.981
108900,11.4151,21.8339
109000,11.2969,21.6865
109100,11.1788,21.5387
109200,11.0606,21.3904
109300,10.9426,21.2418
109400,10.8245,21.0927
109500,10.7065,20.9432
109600,10.5885,20.7933
109700,10.4705,20.6429
109800,10.3524,20.492
109900,10.2344,20.3406
110000,10.1163,20.1887
110100,9.9981,20.0363
110200,9.87984,19.8835
110300,9.76149,19.7302
110400,9.64303,19.5764
110500,9.52444,19.4222
110600,9.4057,19.2675
110700,9.28679,19.1124
110800,9.16736,18.9569
110900,9.04701,18.8011
111000,8.92557,18.6449
111100,8.803,18.4885
111200,8.67931,18.332
111300,8.55452,18.1754
111400,8.42871,18.0191
111500,8.30195,17.863
111600,8.17432,17.7073
111700,8.04592,17.5522
111800,7.91684,17.3977
111900,7.78714,17.244
112000,7.65692,17.0909
112100,7.5262,16.9386
112200,7.39504,16.7869
112300,7.26346,16.6358
112400,7.13147,16.4852
112500,6.99908,16.335
112600,6.86628,16.1849
112700,6.73309,16.0349
112800,6.5995,15.8847
112900,6.46551,15.7342
113000,6.33113,15.5833
113100,6.19639,15.4318
113200,6.06131,15.2796
113300,5.92592,15.1266
113400,5.79025,14.9728
113500,5.65432,14.818
113600,5.51818,14.6623
113700,5.38186,14.5057
113800,5.24537,14.348
113900,5.10873,14.1895
114000,4.97195,14.03
114100,4.83502,13.8696
114200,4.69793,13.7085
114300,4.56065,13.5465
114400,4.42315,13.3838
114500,4.28539,13.2204
114600,4.14731,13.0563
114700,4.00888,12.8917
114800,3.87002,12.7265
114900,3.7307,12.5608
115000,3.59084,12.3947
115100,3.45041,12.2281
115200,3.30935,12.0611
115300,3.16762,11.8938
115400,3.02519,11.7262
115500,2.88202,11.5583
115600,2.7381,11.3901
115700,2.5934,11.2217
115800,2.44791,11.0531
115900,2.30163,10.8844
116000,2.15453,10.7154
116100,2.00663,10.5462
116200,1.85792,10.3769
116300,1.70839,10.2074
116400,1.55806,10.0376
116500,1.40692,9.86764
116600,1.25497,9.69739
116700,1.10221,9.52683
116800,0.948645,9.35594
116900,0.794266,9.18466
117000,0.539782,8.95261
117100,0.150693,8.6193
117200,-0.369932,8.16377
117300,-0.892267,7.58156
117400,-0.779277,6.88086
117500,-0.576839,6.07884
117600,-0.468432,5.19942
117700,-0.447033,4.2712
117800,-0.460562,3.3262
117900,-0.47551,2.3946
118000,-0.482513,1.50691
118100,-0.483795,0.692159
118200,-0.483248,0
118300,-0.482937,0
118400,-0.483272,0
118500,-0.484009,0
118600,-0.484737,0
118700,-0.485544,0
118800,-0.486337,0
118900,-0.48711,0
119000,-0.48788,0
119100,-0.488661,0
119200,-0.489456,0.0973214
119300,-0.490267,0.385416
119400,-0.491093,0.764626
119500,-0.491933,1.17685
119600,-0.492788,1.58815
119700,-0.493658,1.9787
119800,-0.494546,2.33741
119900,-0.49545,2.65901
120000,-0.496373,2.94221
120100,-0.497313,3.18852
120200,-0.498271,3.40134
120300,-0.499248,3.58518
120400,-0.500242,3.74501
120500,-0.501253,3.88565
120600,-0.502281,4.01133
120700,-0.503324,4.12527
120800,-0.504383,4.22943
120900,-0.505461,4.32443
121000,-0.506553,4.40954
121100,-0.507658,4.48282
121200,-0.508774,4.54141
121300,-0.509903,4.58178
121400,-0.511045,4.60015
121500,-0.5122,4.59281
121600,-0.513368,4.5565
121700,-0.514549,4.48871
121800,-0.515742,4.38791
121900,-0.516948,4.25372
122000,-0.518166,4.08702
122100,-0.519396,3.88987
122200,-0.520638,3.66554
122300,-0.521891,3.41825
122400,-0.523156,3.15307
122500,-0.524431,2.87559
122600,-0.525717,2.59173
122700,-0.527012,2.30743
122800,-0.528317,2.02845
122900,-0.52963,1.7601
123000,-0.530951,1.50707
123100,-0.532279,1.27331
123200,-0.533614,1.06194
123300,-0.534955,0.875178
123400,-0.536301,0.714403
123500,-0.537653,0.580165
123600,-0.539009,0.472287
123700,-0.540369,0.389976
123800,-0.541734,0.331951
123900,-0.543102,0.29657
124000,-0.544474,0.281965
124100,-0.545849,0.286155
124200,-0.547227,0.307153
124300,-0.548608,0.343039
124400,-0.549992,0.392021
124500,-0.551383,0.452462
124600,-0.552777,0.522894
124700,-0.554173,0.602005
124800,-0.555571,0.68861
124900,-0.556971,0.781621
125000,-0.558373,0.879999
125100,-0.559779,0.982715
125200,-0.561188,1.08871
125300,-0.562599,1.19686
125400,-0.564013,1.30596
125500,-0.56543,1.41472
125600,-0.566849,1.52176
125700,-0.56827,1.62562
125800,-0.569693,1.72481
125900,-0.571118,1.81783
126000,-0.572545,1.90322
126100,-0.573975,1.97961
126200,-0.575406,2.04573
126300,-0.576839,2.10052
126400,-0.578274,2.14311
126500,-0.579711,2.17285
126600,-0.58115,2.18938
126700,-0.58259,2.1926
126800,-0.584031,2.18266
126900,-0.585474,2.16
127000,-0.586919,2.12526
127100,-0.588364,2.07932
127200,-0.589811,2.02323
127300,-0.591259,1.95819
127400,-0.592707,1.88548
127500,-0.594156,1.80647
127600,-0.595605,1.72255
127700,-0.597055,1.63509
127800,-0.598505,1.54545
127900,-0.599955,1.45492
128000,-0.601404,1.36469
128100,-0.602853,1.27588
128200,-0.604304,1.18951
128300,-0.605756,1.10647
128400,-0.607205,1.02756
128500,-0.608652,0.953466
128600,-0.610098,0.884784
128700,-0.611542,0.822001
128800,-0.612985,0.765521
128900,-0.614427,0.715661
129000,-0.615868,0.672658
129100,-0.617307,0.636673
129200,-0.618744,0.607793
129300,-0.620179,0.586034
129400,-0.621613,0.571338
129500,-0.623044,0.563578
129600,-0.624474,0.562554
129700,-0.625901,0.567994
129800,-0.627326,0.579556
129900,-0.628749,0.596828
130000,-0.63017,0.619333
130100,-0.631588,0.646532
130200,-0.633004,0.677833
130300,-0.634418,0.712593
130400,-0.635829,0.750137
130500,-0.637237,0.789758
130600,-0.638644,0.830738
130700,-0.640047,0.872353
130800,-0.641449,0.913891
130900,-0.642847,0.954661
131000,-0.644244,0.994008
131100,-0.645638,1.03132
131200,-0.647029,1.06603
131300,-0.648418,1.09765
131400,-0.649804,1.12575
131500,-0.651188,1.14998
131600,-0.65257,1.17004
131700,-0.653949,1.18574
131800,-0.655325,1.19695
131900,-0.656699,1.2036
132000,-0.658072,1.20572
132100,-0.659446,1.20337
132200,-0.660816,1.1967
132300,-0.662181,1.18589
132400,-0.663544,1.1712
132500,-0.664904,1.15289
132600,-0.666262,1.13129
132700,-0.667618,1.10674
132800,-0.668971,1.07962
132900,-0.670322,1.05031
133000,-0.671671,1.01922
133100,-0.673016,0.986749
133200,-0.674359,0.953315
133300,-0.6757,0.919323
133400,-0.677037,0.885174
133500,-0.678372,0.851259
133600,-0.679704,0.817951
133700,-0.681033,0.785605
133800,-0.682359,0.754555
133900,-0.683682,0.725105
134000,-0.685002,0.697532
134100,-0.686318,0.67208
134200,-0.687632,0.648958
134300,-0.688942,0.628337
134400,-0.69025,0.610351
134500,-0.691554,0.595095
134600,-0.692854,0.582622
134700,-0.694152,0.572947
134800,-0.695445,0.566046
134900,-0.696736,0.561857
135000,-0.698023,0.560283
135100,-0.699307,0.561192
135200,-0.700588,0.564424
135300,-0.701865,0.569791
135400,-0.703139,0.577082
135500,-0.704409,0.586067
135600,-0.705676,0.596501
135700,-0.70694,0.608129
135800,-0.7082,0.620686
135900,-0.709457,0.633909
136000,-0.710715,0.647533
136100,-0.711969,0.661299
136200,-0.713219,0.674957
136300,-0.714464,0.688268
136400,-0.715706,0.701008
136500,-0.716945,0.71297
136600,-0.718181,0.723967
136700,-0.719415,0.733831
136800,-0.720646,0.742416
136900,-0.721874,0.749601
137000,-0.723099,0.755289
137100,-0.724321,0.759405
137200,-0.72554,0.7619
137300,-0.726757,0.762748
137400,-0.72797,0.761946
137500,-0.729181,0.759514
137600,-0.730389,0.755495
137700,-0.731594,0.749949
137800,-0.732797,0.742956
137900,-0.733996,0.734615
138000,-0.735193,0.725036
138100,-0.736387,0.714346
138200,-0.737578,0.702682
138300,-0.738766,0.690187
138400,-0.739952,0.677015
138500,-0.741134,0.663323
138600,-0.742314,0.649268
138700,-0.74349,0.635009
138800,-0.744664,0.620703
138900,-0.745835,0.606501
139000,-0.747003,0.592549
139100,-0.748168,0.578985
139200,-0.749331,0.565935
139300,-0.750489,0.553518
139400,-0.751644,0.541835
139500,-0.752798,0.530979
139600,-0.753948,0.521025
139700,-0.755096,0.512034
139800,-0.75624,0.504052
139900,-0.757382,0.49711
140000,-0.758521,0.491223
140100,-0.759661,0.486392
140200,-0.760797,0.482604
140300,-0.761929,0.479831
140400,-0.763057,0.478034
140500,-0.764183,0.47716
140600,-0.765306,0.477148
140700,-0.766426,0.477926
140800,-0.767544,0.479416
140900,-0.768659,0.48153
141000,-0.769772,0.484179
141100,-0.770882,0.487266
141200,-0.771989,0.490696
141300,-0.773094,0.49437
141400,-0.774196,0.49819
141500,-0.775296,0.50206
141600,-0.776393,0.505888
141700,-0.777487,0.509584
141800,-0.778579,0.513064
141900,-0.779668,0.516252
142000,-0.780755,0.519076
142100,-0.781839,0.521474
142200,-0.78292,0.523389
142300,-0.783999,0.524777
142400,-0.785076,0.525599
142500,-0.786149,0.525828
142600,-0.787221,0.525445
142700,-0.788289,0.52444
142800,-0.789356,0.522813
142900,-0.790419,0.520572
143000,-0.79148,0.517733
143100,-0.792539,0.514321
143200,-0.793595,0.510367
143300,-0.794649,0.505909
143400,-0.7957,0.500991
143500,-0.796749,0.495661
143600,-0.797795,0.489973
143700,-0.798838,0.483982
143800,-0.799879,0.477747
143900,-0.800918,0.471328
144000,-0.801954,0.464784
144100,-0.802988,0.458177
144200,-0.804019,0.451566
144300,-0.80505,0.445007
144400,-0.80608,0.438556
144500,-0.807106,0.432263
144600,-0.808129,0.426177
144700,-0.809149,0.420341
144800,-0.810166,0.414792
144900,-0.811182,0.409566
145000,-0.812196,0.404688
145100,-0.813207,0.400182
145200,-0.814217,0.396065
145300,-0.815224,0.392346
145400,-0.816229,0.389032
145500,-0.817231,0.386121
145600,-0.818232,0.383608
145700,-0.81923,0.381482
145800,-0.820226,0.379728
145900,-0.82122,0.378325
146000,-0.822212,0.37725
146100,-0.823201,0.376475
146200,-0.824189,0.37597
146300,-0.825174,0.375701
146400,-0.826157,0.375635
146500,-0.827138,0.375733
146600,-0.828116,0.375961
146700,-0.829093,0.376279
146800,-0.830067,0.37665
146900,-0.831039,0.377039
147000,-0.832009,0.37741
147100,-0.832977,0.377728
147200,-0.833943,0.377963
147300,-0.834906,0.378084
147400,-0.835868,0.378065
147500,-0.836827,0.377882
147600,-0.837784,0.377515
147700,-0.83874,0.376946
147800,-0.839692,0.376162
147900,-0.840643,0.375152
148000,-0.841592,0.373911
148100,-0.842539,0.372434
148200,-0.843484,0.370723
148300,-0.844426,0.36878
148400,-0.845366,0.366613
148500,-0.846305,0.364232
148600,-0.847241,0.361648
148700,-0.848177,0.358877
148800,-0.849113,0.355936
148900,-0.850045,0.352843
149000,-0.850975,0.349619
149100,-0.851902,0.346286
149200,-0.852827,0.342866
149300,-0.853751,0.339382
149400,-0.854673,0.335857
149500,-0.855593,0.332314
149600,-0.856511,0.328775
149700,-0.857428,0.325262
149800,-0.858343,0.321797
149900,-0.859256,0.318398
150000,-0.860167,0.315083
150100,-0.861076,0.311869
150200,-0.861984,0.30877
150300,-0.862889,0.305798
150400,-0.863793,0.302964
150500,-0.864695,0.300276
150600,-0.865595,0.297741
150700,-0.866493,0.295361
150800,-0.867389,0.293138
150900,-0.868284,0.291073
151000,-0.869177,0.289162
151100,-0.870067,0.287401
151200,-0.870956,0.285783
151300,-0.871843,0.284301
151400,-0.872729,0.282946
151500,-0.873612,0.281706
151600,-0.874493,0.280569
151700,-0.875373,0.279523
151800,-0.876251,0.278554
151900,-0.877127,0.277649
152000,-0.878001,0.276792
152100,-0.878873,0.27597
152200,-0.879744,0.275167
152300,-0.880612,0.274371
152400,-0.881479,0.273567
152500,-0.882344,0.272743
152600,-0.883207,0.271886
152700,-0.884068,0.270985
152800,-0.884927,0.270031
152900,-0.885785,0.269014
153000,-0.886641,0.267926
153100,-0.887495,0.266761
153200,-0.888347,0.265515
153300,-0.889198,0.264182
153400,-0.89005,0.262762
153500,-0.8909,0.261253
153600,-0.891746,0.259655
153700,-0.89259,0.25797
153800,-0.893433,0.256201
153900,-0.894274,0.254352
154000,-0.895114,0.252428
154100,-0.895952,0.250434
154200,-0.896789,0.248377
154300,-0.897625,0.246264
154400,-0.898458,0.244105
154500,-0.899291,0.241906
154600,-0.900121,0.239676
154700,-0.90095,0.237425
154800,-0.901778,0.235162
154900,-0.902604,0.232895
155000,-0.903428,0.230632
155100,-0.904251,0.228383
155200,-0.905073,0.226155
155300,-0.905893,0.223955
155400,-0.906711,0.221791
155500,-0.907527,0.219668
155600,-0.908343,0.217592
155700,-0.909156,0.215567
155800,-0.909968,0.213598
155900,-0.910779,0.211688
156000,-0.911587,0.209838
156100,-0.912395,0.20805
156200,-0.9132,0.206324
156300,-0.914005,0.20466
156400,-0.914807,0.203057
156500,-0.915608,0.201513
156600,-0.916408,0.200026
156700,-0.917205,0.198591
156800,-0.918002,0.197207
156900,-0.918796,0.195867
157000,-0.91959,0.194567
157100,-0.920381,0.193304
157200,-0.921171,0.19207
157300,-0.92196,0.190861
157400,-0.922747,0.18967
157500,-0.923532,0.188494
157600,-0.924316,0.187325
157700,-0.925098,0.186159
157800,-0.925879,0.184989
157900,-0.926658,0.183812
158000,-0.927435,0.182623
158100,-0.928211,0.181417
158200,-0.928988,0.180191
158300,-0.929764,0.17894
158400,-0.930537,0.177663
158500,-0.931308,0.176357
158600,-0.932078,0.175019
158700,-0.932845,0.173649
158800,-0.933612,0.172246
158900,-0.934378,0.170809
159000,-0.935142,0.169339
159100,-0.935905,0.167836
159200,-0.936666,0.166302
159300,-0.937427,0.164738
159400,-0.938185,0.163145
159500,-0.938943,0.161528
159600,-0.939699,0.159887
159700,-0.940454,0.158226
159800,-0.941207,0.156548
159900,-0.941959,0.154857
160000,-0.94271,0.153155
160100,-0.943459,0.151447
160200,-0.944207,0.149735
160300,-0.944953,0.148022
160400,-0.945698,0.146314
160500,-0.946442,0.144611
160600,-0.947184,0.142919
160700,-0.947925,0.141238
160800,-0.948665,0.139573
160900,-0.949403,0.137925
161000,-0.950139,0.136296
161100,-0.950875,0.134688
161200,-0.951609,0.133102
161300,-0.952341,0.13154
161400,-0.953072,0.130003
161500,-0.953802,0.12849
161600,-0.95453,0.127002
161700,-0.955257,0.125538
161800,-0.955982,0.124099
161900,-0.956706,0.122683
162000,-0.957429,0.121289
162100,-0.95815,0.119917
162200,-0.95887,0.118563
162300,-0.959589,0.117228
162400,-0.960306,0.115908
162500,-0.961021,0.114602
162600,-0.961736,0.113308
162700,-0.962449,0.112023
162800,-0.96316,0.110746
162900,-0.96387,0.109474
163000,-0.964579,0.108205
163100,-0.965286,0.106937
163200,-0.965992,0.105668
163300,-0.966697,0.104396
163400,-0.967404,0.103119
163500,-0.968108,0.101835
163600,-0.96881,0.100544
163700,-0.96951,0.0992436
163800,-0.970209,0.0979328
163900,-0.970906,0.0966108
164000,-0.971603,0.0952769
164100,-0.972299,0.0939305
164200,-0.972993,0.0925714
164300,-0.973686,0.0911996
164400,-0.974379,0.0898151
164500,-0.975069,0.0884182
164600,-0.975759,0.0870095
164700,-0.976448,0.0855895
164800,-0.977135,0.0841591
164900,-0.977821,0.0827192
165000,-0.978506,0.0812707
165100,-0.97919,0.079815
165200,-0.979873,0.0783531
165300,-0.980554,0.0768864
165400,-0.981234,0.0754161
165500,-0.981913,0.0739437
165600,-0.982591,0.0724704
165700,-0.983267,0.0709975
165800,-0.983943,0.0695264
165900,-0.984617,0.0680582
166000,-0.98529,0.0665942
166100,-0.985961,0.0651353
166200,-0.986632,0.0636826
166300,-0.987301,0.0622369
166400,-0.987969,0.0607991
166500,-0.988636,0.0593697
166600,-0.989301,0.0579492
166700,-0.989965,0.0565381
166800,-0.990628,0.0551366
166900,-0.99129,0.0537449
167000,-0.991951,0.0523628
167100,-0.99261,0.0509904
167200,-0.993268,0.0496274
167300,-0.993925,0.0482734
167400,-0.994581,0.0469279
167500,-0.995235,0.0455905
167600,-0.995888,0.0442605
167700,-0.99654,0.0429372
167800,-0.997191,0.0416199
167900,-0.99784,0.0403077
168000,-0.998489,0.0389998
168100,-0.999136,0.0376954
168200,-0.999781,0.0363935
168300,-1.00043,0.0350933
168400,-1.00107,0.033794
168500,-1.00171,0.0324947
168600,-1.00235,0.0311946
168700,-1.00299,0.0298929
168800,-1.00363,0.028589
168900,-1.00427,0.0272821
169000,-1.00491,0.0259719
169100,-1.00554,0.0246576
169200,-1.00618,0.0233389
169300,-1.00681,0.0220155
169400,-1.00744,0.020687
169500,-1.00808,0.0193534
169600,-1.00871,0.0180144
169700,-1.00934,0.01667
169800,-1.00996,0.0153204
169900,-1.01059,0.0139656
170000,-1.01122,0.0126058
170100,-1.01184,0.0112413
170200,-1.01247,0.0098724
170300,-1.01309,0.00849943
170400,-1.01371,0.00712282
170500,-1.01433,0.00574301
170600,-1.01495,0.00436049
170700,-1.01557,0.00297574
170800,-1.01619,0.00158928
170900,-1.01681,0.000201638
171000,-1.01742,0
171100,-1.01804,0
171200,-1.01865,0
171300,-1.01926,0
171400,-1.01987,0
171500,-1.02048,0
171600,-1.02109,0
171700,-1.0217,0
171800,-1.02231,0
171900,-1.02291,0
172000,-1.02352,0
172100,-1.02412,0
172200,-1.02472,0
172300,-1.02532,0
172400,-1.02592,0
172500,-1.02652,0
172600,-1.02712,0
172700,-1.02772,0
172800,-1.02831,0
172900,-1.02891,6.89709e-05
173000,-1.0295,0.000590653
173100,-1.03009,0.00131641
173200,-1.03069,0.00210827
173300,-1.03128,0.00288996
173400,-1.03186,0.00361778
173500,-1.03245,0.00426555
173600,-1.03304,0.00481694
173700,-1.03363,0.00526154
173800,-1.03421,0.00559302
173900,-1.03479,0.00580817
174000,-1.03538,0.00590658
174100,-1.03596,0.00589041
174200,-1.03654,0.00576427
174300,-1.03712,0.00553497
174400,-1.0377,0.00521133
174500,-1.03827,0.00480386
174600,-1.03885,0.00432437
174700,-1.03943,0.0037857
174800,-1.04001,0.00320129
174900,-1.04058,0.00258491
175000,-1.04115,0.00195029
175100,-1.04172,0.00131088
175200,-1.0423,0.000679536
175300,-1.04287,6.83283e-05
175400,-1.04343,0
175500,-1.044,0
175600,-1.04457,0
175700,-1.04514,0
175800,-1.0457,0
175900,-1.04627,0
176000,-1.04683,0
176100,-1.04739,0
176200,-1.04795,0
176300,-1.04852,0
176400,-1.04908,0
176500,-1.04963,0
176600,-1.05019,0
176700,-1.05075,0
176800,-1.0513,0
176900,-1.05186,0
177000,-1.05241,0
177100,-1.05297,0
177200,-1.05352,0
177300,-1.05407,0
177400,-1.05462,0
177500,-1.05517,0
177600,-1.05571,0
177700,-1.05626,4.73878e-05
177800,-1.05681,0.000157622
177900,-1.05735,0.000282092
178000,-1.0579,0.000395457
178100,-1.05844,0.000485153
178200,-1.05898,0.000545491
178300,-1.05952,0.000574588
178400,-1.06006,0.000572763
178500,-1.0606,0.00054169
178600,-1.06114,0.000483949
178700,-1.06168,0.000402773
178800,-1.06221,0.00030189
178900,-1.06275,0.0001854
179000,-1.06328,5.76571e-05
179100,-1.06381,0
179200,-1.06435,0
179300,-1.06488,0
179400,-1.06541,0
179500,-1.06594,0
179600,-1.06646,0
179700,-1.06699,0
179800,-1.06752,0
179900,-1.06804,0
180000,-1.06857,0
180100,-1.06909,0
180200,-1.06961,0
180300,-1.07013,0
180400,-1.07065,0
180500,-1.07117,0
180600,-1.07169,0
180700,-1.07221,0
180800,-1.07272,0
180900,-1.07324,0
181000,-1.07376,7.2651e-05
181100,-1.07427,0.000193762
181200,-1.07478,0.00033789
181300,-1.0753,0.00049063
181400,-1.07581,0.000643384
181500,-1.07632,0.00079059
181600,-1.07683,0.000928313
181700,-1.07734,0.00105354
181800,-1.07784,0.00116385
181900,-1.07835,0.00125727
182000,-1.07886,0.00133223
182100,-1.07936,0.00138759
182200,-1.07987,0.0014226
182300,-1.08037,0.00143695
